_id,Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,StandardisedIncidenceRatioQF
277,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,1995,1,2,5,4,2,3,4,2,3,11,3,2,1,7,8,9,3,10,2,82,0.641794972,1.263423879,3.179165024,2.63168283,1.117449533,1.489794905,1.919717418,1.049593283,1.770569592,6.24024961,2.030635521,1.402023119,0.727743776,5.327731604,6.602621241,9.998444686,4.21674046,24.19901268,10.4455006,3.093946166,2.460707203,3.84040298,3.209513277,2.54787696, ,3.946369156, ,2.292617529,1.746603834, ,2.911759548, ,100, 
278,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,1996,1,1,4,1,2,4,1,0,4,5,1,6,9,11,2,7,9,7,1,76,0.659752461,0.633448621,2.55330014,0.652997257,1.169679566,2.018693098,0.480508185,0,2.330282605,2.797875853,0.664822891,4.245473264,6.582556226,8.412873226,1.677824198,7.50477089,12.81430646,16.79865611,5.068166844,2.873161271,2.263724293,3.596189771,3.012936121,2.369859565, ,3.732040309, ,1.9792415,1.491916321, ,2.534382334, ,100, 
279,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,1997,1,4,1,2,4,2,4,3,6,4,3,6,4,8,6,8,6,1,2,75,0.676557944,2.533762384,0.637385191,1.283705287,2.470233684,1.037021674,1.922429951,1.512371196,3.412057072,2.334362398,1.864303558,4.25082714,2.939641805,6.108315708,5.103082262,8.232908995,8.81251377,2.374056313,9.915716411,2.839814041,2.23369389,3.559731492,2.981045631,2.341141019, ,3.697091118, ,2.15553185,1.630422249, ,2.752823367, ,100, 
280,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,1998,0,0,2,5,1,1,2,2,2,3,5,5,2,8,7,8,5,1,3,62,0,0,1.265510412,3.183213008,0.640770976,0.539825636,0.9674595,0.990707167,1.108057796,1.781599639,3.002263707,3.502995061,1.460995084,6.123183137,5.985873339,7.960199005,7.653686015,2.351557907,14.3636886,2.350194971,1.801881008,3.012843887,2.500267922,1.914357597, ,3.1632076, ,1.587198724,1.16260201, ,2.076864163, ,100, 
281,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,1999,0,1,0,2,3,4,2,3,4,6,1,4,5,6,7,7,5,4,0,64,0,0.642281383,0,1.273512219,1.93728367,2.259006376,0.98112319,1.463514581,2.161753182,3.576239465,0.586733945,2.768319353,3.631609529,4.623671658,6.004924038,6.765834469,7.96241739,9.398054603,0,2.428460034,1.870210139,3.101089248,2.529146046,1.945470471, ,3.188225978, ,1.688303375,1.250745221, ,2.19048041, ,100, 
282,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2000,1,2,4,1,3,2,4,2,2,2,3,6,5,3,11,7,2,4,2,66,0.725915924,1.305832501,2.544399776,0.636403556,1.927710843,1.178911629,2.004108422,0.9627836,1.054691002,1.187176124,1.721328407,4.131633855,3.625658057,2.32144239,9.408303255,6.975863512,3.023843002,9.374487333,8.947745168,2.508538533,1.94010352,3.191476079,2.613459257,2.018622481, ,3.283937531, ,1.850205031,1.362279589, ,2.411663332, ,100, 
283,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2001,3,3,2,1,2,3,3,3,3,1,2,3,5,7,3,7,5,1,1,58,2.230665705,2.007252874,1.272394137,0.639091978,1.268343417,1.854553547,1.522417599,1.438559139,1.543765759,0.584853465,1.130294724,2.02485168,3.651527434,5.417579271,2.56546204,7.040695218,7.230030655,2.340385696,4.344426101,2.204931672,1.674297061,2.850385492,2.260093596,1.714131133, ,2.880379598, ,1.814820113,1.295191497, ,2.42072618, ,100, 
284,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2002,1,0,5,2,3,3,4,4,4,3,3,5,4,4,8,8,7,2,1,71,0.759191916,0,3.169853426,1.274851639,1.856562018,1.951917759,2.076304179,1.916424718,2.022357158,1.709898603,1.764342635,3.148733579,2.918962309,3.105734739,6.786562606,8.15477768,9.657303681,4.825672578,4.316670983,2.699245162,2.108132866,3.404730488,2.737923011,2.136026401, ,3.413396683, ,1.972182365,1.469204546, ,2.548064128, ,100, 
285,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2003,2,2,4,3,4,2,1,2,4,3,4,3,6,5,8,9,3,3,3,71,1.543495709,1.38824297,2.550044626,1.901104542,2.434896943,1.341210711,0.537657534,0.964087732,1.983900646,1.667500417,2.388073959,1.824606645,4.322455155,3.853831865,6.779948303,9.221311475,3.999733351,7.600131736,12.935495,2.699196932,2.108095198,3.404669653,2.791212572,2.177995913, ,3.479335372, ,2.112510086,1.56220966, ,2.744563651, ,100, 
286,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2004,6,6,5,2,4,0,3,1,3,3,6,3,4,5,6,8,5,4,3,77,4.656107649,4.220834037,3.194684046,1.258471083,2.412268799,0,1.678124528,0.486952118,1.461518225,1.623227301,3.588151922,1.777324889,2.838348932,3.82631587,5.100913063,8.192356531,6.47148663,10.48630227,12.82325283,2.919213238,2.303797436,3.648515675,2.991207048,2.358626845, ,3.697800103, ,2.64156798,1.959422062, ,3.424030246, ,100, 
287,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2005,2,3,3,1,3,4,1,2,1,7,1,6,5,6,3,15,3,6,2,74,1.541615922,2.142627576,1.939312449,0.628800312,1.770162147,2.620991521,0.578546344,0.990094108,0.478260662,3.695179375,0.594166474,3.469611982,3.522640007,4.578754579,2.552995941,15.23863706,3.986605007,14.63735942,8.479247043,2.793585023,2.193565099,3.507090175,2.870213238,2.252302041, ,3.56189077, ,2.058284893,1.516942767, ,2.680954286, ,100, 
288,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2006,1,2,4,1,4,2,1,6,4,5,2,5,6,3,8,9,9,6,4,82,0.7652866,1.44871897,2.630609775,0.6245004,2.341385749,1.273398701,0.603740778,2.998186097,1.904752835,2.579659898,1.170487332,2.845144476,4.144877277,2.305688133,6.80318389,9.124920157,12.07049167,13.71930306,16.98225355,3.085100619,2.453672077,3.829423325,3.101791431,2.464562845, ,3.811184602, ,2.07329801,1.557841879, ,2.661292218, ,100, 
289,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2007,5,0,3,6,4,3,5,5,6,3,8,4,4,10,6,9,3,3,4,91,3.74293521,0,2.00340579,3.697131026,2.320549042,1.820973978,3.139875159,2.538483408,2.847785847,1.5162849,4.560951414,2.366023897,2.572099154,7.670005676,5.097792656,9.004862626,4.058990664,6.532247529,17.50930182,3.403852937,2.740570055,4.179177132,3.475308392,2.795660356, ,4.227795801, ,2.81493378,2.166134789, ,3.547428362, ,100, 
290,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2008,0,3,0,3,3,1,5,1,6,5,1,7,4,6,9,5,9,4,3,75,0,2.254147632,0,1.842865041,1.719769322,0.588204154,3.201967289,0.522935972,2.858258939,2.473068286,0.556430388,4.20390122,2.481589706,4.538680908,7.572251904,4.977501692,12.17894936,8.42087535,13.49102847,2.790591762,2.194977445,3.498030938,2.835876754,2.227675267, ,3.516374085, ,1.862988555,1.392218612, ,2.401268214, ,100, 
291,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2009,0,0,1,3,2,1,1,3,4,2,3,3,10,7,9,4,5,3,4,65,0,0,0.685170847,1.827696919,1.139828456,0.580059862,0.636290174,1.62863797,1.925882415,0.971996773,1.627568846,1.809136137,6.047960325,5.221698395,7.509198768,3.978674306,6.72088178,6.146029665,18.15541031,2.407468932,1.858033695,3.068516781,2.457584291,1.894119289, ,3.093301526, ,1.498810309,1.109794577, ,1.945374198, ,100, 
292,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2010,2,1,2,2,3,1,2,4,4,1,5,6,7,6,6,4,2,3,2,63,1.402799989,0.758834733,1.392418282,1.222329516,1.687061364,0.573417511,1.251219939,2.243296749,1.957598418,0.477566322,2.654153219,3.59589349,4.140982714,4.44095747,4.989273063,3.95557885,2.649673428,6.293398225,8.211866147,2.321312374,1.783760165,2.969966908,2.362821075,1.813941695, ,2.983142914, ,1.778877672,1.299002855, ,2.333017925, ,100, 
293,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2011,2,0,5,1,0,1,2,1,2,6,5,6,6,5,8,6,8,4,7,75,1.390433815,0,3.533568905,0.623208276,0,0.568320669,1.21845719,0.582641932,0.986237062,2.84953054,2.595784446,3.546853941,3.49172171,3.623240917,6.683207605,5.896458194,10.49675913,8.417862705,26.80246583,2.747655334,2.161205221,3.444209754,2.768494316,2.175610468, ,3.431737066, ,1.764474408,1.297648814, ,2.301919639, ,100, 
294,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2012,1,1,3,2,4,2,1,2,6,11,4,2,4,8,8,8,4,7,3,81,0.690593427,0.743710072,2.181659516,1.283087622,2.143726118,1.133510539,0.589521839,1.220688224,3.010914565,5.220024012,2.036027507,1.15548828,2.426654372,5.391017218,6.671447871,7.82840144,5.147143978,14.73808321,11.08606482,2.960190914,2.350818876,3.679247022,2.929614633,2.32419328, ,3.604054878, ,2.045046386,1.545177564, ,2.613893789, ,100, 
295,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2013,1,1,3,5,0,0,2,4,5,7,7,5,6,7,9,7,4,3,1,77,0.695197575,0.724291281,2.230483271,3.27180165,0,0,1.151417107,2.502064203,2.591586673,3.33698813,3.489966347,2.82394935,3.696812116,4.551898142,7.405700744,6.775526797,5.123672649,6.307158625,3.653101483,2.809173227,2.216955581,3.510984542,2.842762208,2.241460067, ,3.514432832, ,2.066043586,1.554607862, ,2.649092705, ,100, 
296,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2014,1,4,3,6,3,9,3,4,7,8,8,8,4,7,9,3,5,2,2,96,0.701660831,2.828974355,2.258015957,3.994381237,1.621060822,4.982809308,1.706552593,2.497128302,3.771389164,3.849485131,3.91742077,4.405092287,2.473762655,4.432090871,7.290519085,2.872132654,6.343487142,4.14507772,7.001575354,3.489551338,2.826547787,4.261339442,3.472908353,2.810806364, ,4.203984366, ,3.003869092,2.35012227, ,3.73662539, ,100, 
297,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2015,0,0,1,3,4,0,4,5,2,5,7,7,5,10,13,9,3,4,2,84,0,0,0.751975816,2.024072975,2.167915928,0,2.248454188,3.073669716,1.113182868,2.447944461,3.364236246,3.768526345,3.072177744,6.193177596,10.44982476,8.582381325,3.782100579,8.182301681,7.04920344,3.04068986,2.425373317,3.76458095,3.052314702,2.432332402, ,3.741619294, ,1.936469785,1.488578536, ,2.442370983, ,100, 
298,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2016,0,1,2,2,5,0,6,1,7,6,9,10,7,7,11,1,4,6,4,89,0,0.682267858,1.492570729,1.369431549,2.743047745,0,3.340608436,0.600654714,4.05306035,2.958156871,4.300828626,5.260832053,4.238673658,4.266809706,8.651199371,0.95848789,4.986474189,12.07462116,13.76936317,3.204670032,2.573613184,3.943622235,3.155869635,2.532220288, ,3.847140024, ,2.196466142,1.702308862, ,2.75263758, ,100, 
299,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2017,1,4,5,5,5,2,2,1,1,3,11,10,3,7,8,6,7,3,1,85,0.729980291,2.70586564,3.659866634,3.526938758,2.817345835,1.042361574,1.107481034,0.578613295,0.604010631,1.502930715,5.246314464,5.147236706,1.77438148,4.439004902,5.831881438,5.733342252,8.65704498,5.925457742,3.408664826,3.052612677,2.438318585,3.774602849,2.984896416,2.382375765, ,3.65431782, ,2.455972921,1.858927143, ,3.134890809, ,100, 
300,S92000003,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2018,3,2,2,6,0,3,6,6,2,2,8,2,8,5,4,10,6,3,3,81,2.23408771,1.358298866,1.423244428,4.311614772,0,1.564064064,3.273018869,3.385087561,1.234971935,1.032385947,3.831087358,1.007008781,4.622594084,3.217523922,2.804852395,9.428536408,7.322967266,5.887316757,10.23646228,2.903903384,2.306118453,3.609286761,2.883173109,2.28755046, ,3.546671814, ,2.318348829,1.731520302, ,2.98949505, ,100, 
301,S92000003,ICD-10 C47+C49,Connective tissue,All,d,1994,9,3,5,6,5,4,4,6,2,7,7,13,9,10,12,16,7,4,3,132,2.793148717,0.920697275,1.554929437,1.958512184,1.34505504,0.984205955,0.988821374,1.643515919,0.597646468,2.042227428,2.430530238,4.728906349,3.44976944,4.16001065,5.538631958,11.59462299,6.628976202,7.383615757,13.34400854,2.587114211,2.164617066,3.06798737,3.165152381,2.574105594, ,3.816369009, ,2.154706127,1.758722145, ,2.590294578, ,100, 
302,S92000003,ICD-10 C47+C49,Connective tissue,All,d,1995,5,3,5,2,1,3,6,4,4,13,4,7,12,15,14,9,6,9,4,126,1.570716812,0.924838384,1.559298565,0.64969026,0.279892521,0.753344851,1.469241431,1.066965417,1.191454886,3.706533764,1.378844391,2.540493654,4.622638602,6.241080456,6.637556241,6.206297323,5.646793092,16.09240617,16.97000552,2.468801984,2.056577984,2.939423291,2.961123696,2.40335455, ,3.576224943, ,1.874337292,1.52335589, ,2.261160046, ,100, 
303,S92000003,ICD-10 C47+C49,Connective tissue,All,d,1996,5,1,3,1,4,3,7,1,5,13,8,13,14,13,12,17,14,12,2,148,1.6124715,0.309080794,0.939946799,0.322116174,1.174925906,0.766432309,1.72147939,0.261689678,1.471388844,3.660188134,2.697171678,4.761922205,5.411401824,5.434691728,5.75462288,11.24093287,13.33650869,21.15655853,8.211528987,2.906411583,2.45703355,3.414189877,3.711278655,3.075777685, ,4.405571368, ,2.078920652,1.72015048, ,2.471167386, ,100, 
304,S92000003,ICD-10 C47+C49,Connective tissue,All,d,1997,1,4,3,1,2,2,7,5,7,7,7,11,8,12,12,15,11,1,2,118,0.330354636,1.235425836,0.937005144,0.317224665,0.621017724,0.527718409,1.725072699,1.28679593,2.014898737,2.057933776,2.199791334,4.026177474,3.1000062,5.001896552,5.823942226,9.469338283,10.78505388,1.734154166,7.997760627,2.321308431,1.921408345,2.779895201,2.720150875,2.238824117, ,3.247644845, ,1.651772309,1.33791118, ,1.99820919, ,100, 
305,S92000003,ICD-10 C47+C49,Connective tissue,All,d,1998,2,0,2,4,2,0,2,3,3,4,5,11,8,10,6,15,6,3,3,89,0.674784322,0,0.618459788,1.256612926,0.646322586,0,0.497164917,0.760809197,0.844834821,1.196895254,1.514747582,3.979163652,3.071005486,4.170750527,2.916599828,9.118374741,6.134091234,5.111516246,11.49998083,1.752979573,1.407786541,2.157192207,2.060507534,1.642953372, ,2.524628172, ,1.209913695,0.94082091, ,1.512337751, ,100, 
306,S92000003,ICD-10 C47+C49,Connective tissue,All,d,1999,1,2,2,2,3,2,2,5,6,7,8,9,9,5,10,13,7,4,1,98,0.344458184,0.628042079,0.616106882,0.62957425,0.97598428,0.577987908,0.50440217,1.252862791,1.652373635,2.104845354,2.366884913,3.205459253,3.430270229,2.094600539,4.861188755,7.639688771,7.419026624,6.774952999,3.690717845,1.932195704,1.56864987,2.354727675,2.284170026,1.826167938, ,2.792646964, ,1.376529502,1.09093486, ,1.694827604, ,100, 
307,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2000,1,3,2,0,1,2,3,5,3,8,11,10,12,15,18,10,11,3,2,120,0.353091136,0.957420327,0.6194175,0,0.3229922,0.606112034,0.775728991,1.240516253,0.807963286,2.399836811,3.180450063,3.53365631,4.558646994,6.285671184,8.713584478,6.017679944,10.95235725,5.053482692,7.068136839,2.370164371,1.965101811,2.834135608,2.839438182,2.331587961, ,3.396579324, ,1.609151917,1.306902908, ,1.942371181, ,100, 
308,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2001,4,4,2,2,1,1,3,11,4,3,4,8,7,16,14,13,5,2,1,105,1.447906147,1.307988869,0.619342692,0.629713008,0.317062731,0.317576258,0.786912078,2.727958099,1.055720952,0.887028101,1.139981133,2.757308591,2.676342281,6.681588882,6.757474249,7.849483142,4.711247633,3.366493292,3.403096818,2.073377829,1.695817648,2.509950276,2.332917677,1.899034679, ,2.810773448, ,1.554045577,1.229323872, ,1.916249314, ,100, 
309,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2002,2,1,2,2,2,3,5,7,14,5,9,9,7,12,17,13,8,6,1,125,0.741333808,0.332954875,0.619206549,0.627758213,0.618857836,0.995394641,1.349036114,1.738258067,3.625196149,1.444268565,2.670512204,2.885096234,2.669941795,5.008326343,8.125767766,7.908216028,7.146302682,10.33591731,3.370407819,2.467429925,2.053866938,2.939831365,2.748338013,2.273765553, ,3.267220772, ,1.69910245,1.38136069, ,2.049243119, ,100, 
310,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2003,3,2,2,4,10,2,2,4,5,7,14,5,9,16,17,18,8,4,4,136,1.131545994,0.676242257,0.624935554,1.246408785,3.044232701,0.682179427,0.557750925,0.99914573,1.272682382,1.979458873,4.222641805,1.543257508,3.389753904,6.60559246,8.08695859,10.93699682,6.884029911,7.213706041,13.39719329,2.683239617,2.251247179,3.173972076,3.057243148,2.547031273, ,3.613342003, ,1.946644663,1.587674663, ,2.341653249, ,100, 
311,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2004,6,6,4,1,1,1,3,3,6,9,12,11,8,10,10,15,11,5,4,126,2.275097166,2.05471008,1.254331363,0.310029453,0.302923821,0.338930201,0.869827426,0.756014092,1.503337409,2.485624803,3.632137149,3.305288462,2.9563495,4.087171187,4.750774376,9.063717937,9.134998671,9.255145861,13.26040113,2.478217257,2.064421158,2.950633373,2.787775854,2.302659797, ,3.318573373, ,1.876977376,1.501271599, ,2.294008576, ,100, 
312,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2005,2,0,2,1,11,4,2,6,6,7,6,16,11,9,13,16,7,8,4,131,0.753312693,0,0.63400284,0.30980086,3.277057322,1.321012688,0.598687677,1.538323484,1.477665092,1.887484361,1.80799677,4.688205062,4.022629117,3.66091767,6.144741755,9.56377243,5.919361385,13.6167895,13.06762496,2.56350045,2.143337244,3.041954578,2.882294655,2.383824636, ,3.427385081, ,1.762010663,1.433580606, ,2.123808153, ,100, 
313,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2006,1,0,0,1,5,4,3,9,6,6,7,7,13,10,12,17,15,7,5,128,0.373291724,0,0,0.307648764,1.477423492,1.281422892,0.932392239,2.328650159,1.471760594,1.584313187,2.079724763,2.020913568,4.633788157,4.092842029,5.639786816,10.0820202,12.69250296,11.07121957,16.31427826,2.49366842,2.080407828,2.964979903,2.79670137,2.31572379, ,3.322388297, ,1.522810866,1.236472773, ,1.838523862, ,100, 
314,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2007,7,2,2,3,2,5,4,6,8,6,14,12,9,17,14,16,11,5,5,148,2.551885296,0.72193826,0.651663207,0.91110362,0.585516089,1.531234113,1.283767086,1.579862025,1.955368709,1.55019933,4.057524099,3.603365543,2.972838169,6.921993208,6.546032637,9.323737653,9.302246915,7.478312893,16.75097993,2.862669246,2.420054482,3.362805329,3.185513038,2.677325179, ,3.737207602, ,2.084531987,1.704250685, ,2.502538982, ,100, 
315,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2008,1,1,1,5,3,2,7,4,10,10,7,8,12,12,14,11,16,6,5,135,0.354514386,0.367352636,0.329176926,1.519170411,0.865338852,0.594388968,2.283648749,1.081449358,2.45231474,2.530306749,1.984543243,2.44140625,3.80987456,4.811489838,6.454676644,6.3383041,13.42101731,8.625522922,17.1609006,2.594706798,2.175492545,3.071149522,2.905818215,2.41139651, ,3.445661454, ,1.694430997,1.384914115, ,2.034697646, ,100, 
316,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2009,1,0,2,4,2,3,4,7,5,3,6,11,14,12,16,8,11,7,5,121,0.347818828,0,0.666357921,1.203655502,0.573557288,0.88242042,1.2926034,1.957926947,1.237541055,0.747000792,1.661469958,3.373663952,4.33018261,4.724279252,7.2840175,4.577208932,9.103096708,9.692605926,17.19867914,2.312735335,1.919046457,2.76342361,2.603577099,2.144866106, ,3.106076726, ,1.497776739,1.21209084, ,1.813240024, ,100, 
317,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2010,4,1,2,2,2,3,7,3,7,2,7,6,17,15,8,11,6,10,2,115,1.374948439,0.370922633,0.67635889,0.602725525,0.56541418,0.874888087,2.218587964,0.864765144,1.764406378,0.489648824,1.89648446,1.833348611,5.131084108,5.836961978,3.618403199,6.211180124,4.872661123,13.98973154,6.167129201,2.185397742,1.804269968,2.623239018,2.417082699,1.988171707, ,2.887261896, ,1.552635138,1.24074372, ,1.898969723, ,100, 
318,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2011,3,1,1,3,1,0,2,2,2,6,4,16,14,13,17,9,22,7,7,130,1.021847091,0.369139904,0.344511586,0.917905584,0.27353794,0,0.617691932,0.595059223,0.508047472,1.460674978,1.06011656,4.820380569,4.160933,4.916551002,7.714403699,5.023891395,17.54441928,9.739130435,19.90389263,2.452876469,2.04937185,2.912591624,2.730268471,2.270769877, ,3.231476491, ,1.425530549,1.147106944, ,1.733750658, ,100, 
319,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2012,3,2,2,3,2,2,4,3,8,12,10,13,10,17,14,16,12,15,4,152,1.014233071,0.725697304,0.710282764,0.940627587,0.538594323,0.575817949,1.201428498,0.931708847,2.075383103,2.92493163,2.599380827,3.831462794,3.099593023,5.949360444,6.319314986,8.859406752,9.329301002,20.74057686,10.83863975,2.860584161,2.423904218,3.353211351,3.132850669,2.641427431, ,3.665578354, ,1.821128757,1.496274154, ,2.177420845, ,100, 
320,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2013,1,0,1,2,3,1,5,6,8,9,10,12,10,18,14,15,15,6,7,143,0.340086314,0,0.363461902,0.637960568,0.810204252,0.284030391,1.467528008,1.910158862,2.137460056,2.2068722,2.548186201,3.463983234,3.151502164,6.052820951,6.224435355,8.172471846,11.50968732,8.214901832,18.57256567,2.684085065,2.262200858,3.161813475,3.04009907,2.542102862, ,3.581980094, ,1.616434616,1.33099507, ,1.929190842, ,100, 
321,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2014,1,1,2,7,1,12,3,6,9,7,13,17,10,13,21,14,10,10,3,160,0.34263355,0.346355132,0.735567251,2.270729326,0.271340231,3.356098871,0.872899948,1.905021955,2.493848507,1.734055361,3.261128601,4.793417791,3.166460847,4.254246884,9.144947417,7.510165546,7.550417916,13.3638028,7.584951456,2.99199641,2.546347946,3.493199724,3.215337688,2.728455835, ,3.741602123, ,2.054926247,1.705950398, ,2.43589477, ,100, 
322,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2015,0,0,1,3,4,4,2,7,5,13,14,10,7,21,29,18,12,12,4,166,0,0,0.367455226,0.986897294,1.087932113,1.099245368,0.574877838,2.186563877,1.429286072,3.284337751,3.454291093,2.756187641,2.208215825,6.710229905,12.48245999,9.5964685,8.932492687,15.786981,10.05151401,3.089521682,2.637403741,3.5969062,3.351348254,2.851808743, ,3.890608887, ,1.811529073,1.514477193, ,2.13478785, ,100, 
323,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2016,0,1,2,1,5,1,5,2,3,12,16,16,15,22,11,12,12,6,6,148,0,0.334602593,0.728921415,0.334828902,1.373750917,0.267291059,1.420805711,0.61021562,0.888525581,3.059265623,3.934190823,4.314750243,4.664875355,6.928610121,4.602144599,6.422401336,8.796493131,7.69447793,14.61027102,2.738357356,2.314963212,3.216774946,2.81704744,2.374296607, ,3.297091134, ,1.645622859,1.360271793, ,1.957739954, ,100, 
324,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2017,1,2,3,6,5,6,1,2,2,5,14,12,8,15,15,23,18,8,0,146,0.354476686,0.662359124,1.071057526,2.068680182,1.402095853,1.569661581,0.281626676,0.589878279,0.615322137,1.298465214,3.439389361,3.167179574,2.431529645,4.916968787,5.77967865,12.21701671,13.05359953,9.988637924,0,2.69134346,2.272499678,3.165016686,2.810531391,2.368788577, ,3.289483634, ,1.704586965,1.384731189, ,2.057180824, ,100, 
325,S92000003,ICD-10 C47+C49,Connective tissue,All,d,2018,0,2,3,5,0,2,8,7,4,3,10,10,12,14,14,16,16,9,6,141,0,0.664255419,1.04242677,1.75707398,0,0.523094628,2.214483831,2.011511593,1.25975523,0.801523964,2.471045524,2.586251487,3.56817898,4.660251054,5.166718949,8.372492177,11.40754895,11.04985942,14.31058745,2.592817344,2.182524173,3.057831379,2.767652163,2.320590516, ,3.253511542, ,1.575854739,1.280510291, ,1.901388168, ,100, 
326,S92000003,ICD-10 C47+C49,Connective tissue,Male, ,1994,5,1,3,3,4,3,1,3,0,4,4,5,5,5,5,10,5,0,2,68,3.040881612,0.600024001,1.829257139,1.933999059,2.146383344,1.490631382,0.50265654,1.670043866,0,2.347982789,2.839174936,3.777604847,4.082899185,4.590061599,5.467229427,19.32890057,14.45671659,0,48.52013586,2.771729339,2.152356286,3.51382739,3.759030583,2.767136972, ,4.900511118, ,2.35014476,1.776623758, ,3.002661139, ,100, 
327,S92000003,ICD-10 C47+C49,Connective tissue,Male, ,1995,4,3,2,0,1,1,3,2,1,3,2,6,11,9,6,3,4,1,2,64,2.461341554,1.806347505,1.224117564,0,0.56084935,0.507990694,1.499925004,1.084922292,0.601369921,1.719621454,1.404879145,4.515148323,9.003036479,8.260290946,6.684715398,5.454545455,11.39276559,6.847907964,45.2079566,2.60867474,2.008997423,3.331219405,3.468141426,2.541179471, ,4.537013558, ,2.148842849,1.614425676, ,2.758495388, ,100, 
328,S92000003,ICD-10 C47+C49,Connective tissue,Male, ,1996,4,0,2,0,3,1,6,1,2,10,7,7,7,4,11,12,7,5,2,91,2.523484175,0,1.230716215,0,1.770329281,0.517394814,3.022456854,0.534362159,1.189329337,5.666814004,4.788256459,5.316240355,5.738269338,3.688267621,12.31444372,20.70429096,20.14910336,33.22259136,43.24324324,3.718809,2.994153031,4.565873385,5.151199293,4.02927945, ,6.408825897, ,2.745587494,2.165478125, ,3.39350143, ,100, 
